{ group = 0, type = 0, id = 751, propability = 500, count = 1, bind = 1 }, --离线修炼丹
{ group = 0, type = 0, id = 745, propability = 1200, count = 1 }, --祝福油
{ group = 2, type = 0, id = 176, propability = 52364, count = 1 }, --笙狼腰带
{ group = 2, type = 0, id = 222, propability = 66462, count = 1 }, --笙狼头盔
{ group = 2, type = 0, id = 268, propability = 52364, count = 1 }, --笙狼项链
{ group = 2, type = 0, id = 314, propability = 52364, count = 1 }, --笙狼手镯
{ group = 2, type = 0, id = 360, propability = 52364, count = 1 }, --笙狼戒指
{ group = 2, type = 0, id = 406, propability = 52364, count = 1 }, --笙狼道靴
{ group = 2, type = 0, id = 451, propability = 52364, count = 1 }, --笙狼宝石
{ group = 3, type = 0, id = 7, propability = 756000, count = 1 }, --斩龙屠魔
{ group = 3, type = 0, id = 56, propability = 742254, count = 1 }, --破天战甲(男)
{ group = 3, type = 0, id = 71, propability = 742254, count = 1 }, --破天战甲(女)
{ group = 3, type = 0, id = 147, propability = 312828, count = 1 }, --破天腰带
{ group = 3, type = 0, id = 193, propability = 412364, count = 1 }, --破天头盔
{ group = 3, type = 0, id = 239, propability = 312828, count = 1 }, --破天项链
{ group = 3, type = 0, id = 285, propability = 274910, count = 1 }, --破天手镯
{ group = 3, type = 0, id = 331, propability = 274910, count = 1 }, --破天戒指
{ group = 3, type = 0, id = 377, propability = 312828, count = 1 }, --破天战靴
{ group = 3, type = 0, id = 422, propability = 312828, count = 1 }, --破天宝石
{ group = 3, type = 0, id = 22, propability = 756000, count = 1 }, --冰蓝法杖
{ group = 3, type = 0, id = 86, propability = 742254, count = 1 }, --翠羽法袍(男)
{ group = 3, type = 0, id = 101, propability = 742254, count = 1 }, --翠羽法袍(女)
{ group = 3, type = 0, id = 162, propability = 312828, count = 1 }, --翠羽腰带
{ group = 3, type = 0, id = 208, propability = 412364, count = 1 }, --翠羽头盔
{ group = 3, type = 0, id = 254, propability = 312828, count = 1 }, --翠羽项链
{ group = 3, type = 0, id = 300, propability = 274910, count = 1 }, --翠羽手镯
{ group = 3, type = 0, id = 346, propability = 274910, count = 1 }, --翠羽戒指
{ group = 3, type = 0, id = 392, propability = 312828, count = 1 }, --翠羽法靴
{ group = 3, type = 0, id = 437, propability = 312828, count = 1 }, --翠羽宝石
{ group = 3, type = 0, id = 37, propability = 756000, count = 1 }, --紫光道剑
{ group = 3, type = 0, id = 116, propability = 742254, count = 1 }, --蓝凌道铠(男)
{ group = 3, type = 0, id = 131, propability = 742254, count = 1 }, --蓝凌道铠(女)
{ group = 3, type = 0, id = 177, propability = 312828, count = 1 }, --蓝凌腰带
{ group = 3, type = 0, id = 223, propability = 412364, count = 1 }, --蓝凌头盔
{ group = 3, type = 0, id = 269, propability = 312828, count = 1 }, --蓝凌项链
{ group = 3, type = 0, id = 315, propability = 274910, count = 1 }, --蓝凌手镯
{ group = 3, type = 0, id = 361, propability = 274910, count = 1 }, --蓝凌戒指
{ group = 3, type = 0, id = 407, propability = 312828, count = 1 }, --蓝凌道靴
{ group = 3, type = 0, id = 452, propability = 312828, count = 1 }, --蓝凌宝石
{ group = 4, type = 0, id = 377, propability = 156414, count = 1 }, --破天战靴
{ group = 4, type = 0, id = 392, propability = 156414, count = 1 }, --翠羽法靴
{ group = 4, type = 0, id = 407, propability = 156414, count = 1 }, --蓝凌道靴
