{ group = 0, type = 0, id = 506, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 507, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 508, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 511, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 509, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×Îï·À»êÓñ
{ group = 0, type = 0, id = 510, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 512, propability = 0, count = 1, growLv = 21, bind = 1 }, --3½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 499, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 500, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 501, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 504, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 502, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×Îï·À»êÓñ
{ group = 0, type = 0, id = 503, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 505, propability = 0, count = 1, growLv = 21, bind = 1 }, --2½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 918, propability = 2, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --ĞÇÖéËé¾§(Ğ¡)
{ group = 0, type = 0, id = 921, propability = 2, count = 0, mincount = 1, maxcount = 2, bind = 1 }, --»¤¾µËé¾§(Ğ¡)
{ group = 0, type = 0, id = 492, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 493, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 494, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 495, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×Îï·À»êÓñ
{ group = 0, type = 0, id = 496, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 497, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 498, propability = 0, count = 1, growLv = 21, bind = 1 }, --1½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 688, propability = 1, count = 0, mincount = 3, maxcount = 5 }, --¹éÔªµ¤(Ğ¡)
{ group = 0, type = 0, id = 688, propability = 0, count = 1 }, --¹éÔªµ¤(Ğ¡)
{ group = 3, type = 0, id = 390, propability = 5, count = 1 }, --ºìÓñ·¨Ñ¥
{ group = 3, type = 0, id = 435, propability = 5, count = 1 }, --ºìÓñ±¦Ê¯
{ group = 4, type = 0, id = 35, propability = 5, count = 1 }, --ĞşìÇÉñ½£
{ group = 4, type = 0, id = 114, propability = 5, count = 1 }, --ĞşìÇµÀîø(ÄĞ)
{ group = 4, type = 0, id = 129, propability = 5, count = 1 }, --ĞşìÇµÀîø(Å®)
{ group = 4, type = 0, id = 175, propability = 5, count = 1 }, --ĞşìÇÑü´ø
{ group = 4, type = 0, id = 221, propability = 5, count = 1 }, --ĞşìÇÍ·¿ø
{ group = 4, type = 0, id = 267, propability = 5, count = 1 }, --ĞşìÇÏîÁ´
{ group = 4, type = 0, id = 313, propability = 5, count = 1 }, --ĞşìÇÊÖïí
{ group = 4, type = 0, id = 359, propability = 5, count = 1 }, --ĞşìÇ½äÖ¸
{ group = 4, type = 0, id = 405, propability = 5, count = 1 }, --ĞşìÇµÀÑ¥
{ group = 4, type = 0, id = 450, propability = 5, count = 1 }, --ĞşìÇ±¦Ê¯
{ group = 5, type = 0, id = 55, propability = 8, count = 1 }, --Ìì²ÔÕ½¼×(ÄĞ)
{ group = 5, type = 0, id = 85, propability = 8, count = 1 }, --×ÏŞ±·¨ÅÛ(ÄĞ)
{ group = 5, type = 0, id = 115, propability = 8, count = 1 }, --óÏÀÇµÀîø(ÄĞ)
{ group = 5, type = 0, id = 70, propability = 8, count = 1 }, --Ìì²ÔÕ½¼×(Å®)
{ group = 5, type = 0, id = 100, propability = 8, count = 1 }, --×ÏŞ±·¨ÅÛ(Å®)
{ group = 5, type = 0, id = 130, propability = 8, count = 1 }, --óÏÀÇµÀîø(Å®)
{ group = 6, type = 0, id = 146, propability = 8, count = 1 }, --Ìì²ÔÑü´ø
{ group = 6, type = 0, id = 161, propability = 8, count = 1 }, --×ÏŞ±Ñü´ø
{ group = 6, type = 0, id = 176, propability = 8, count = 1 }, --óÏÀÇÑü´ø
{ group = 6, type = 0, id = 192, propability = 8, count = 1 }, --Ìì²ÔÍ·¿ø
{ group = 6, type = 0, id = 207, propability = 8, count = 1 }, --×ÏŞ±Í·¿ø
{ group = 6, type = 0, id = 222, propability = 8, count = 1 }, --óÏÀÇÍ·¿ø
{ group = 6, type = 0, id = 238, propability = 8, count = 1 }, --Ìì²ÔÏîÁ´
{ group = 6, type = 0, id = 253, propability = 8, count = 1 }, --×ÏŞ±ÏîÁ´
{ group = 6, type = 0, id = 268, propability = 8, count = 1 }, --óÏÀÇÏîÁ´
{ group = 6, type = 0, id = 284, propability = 8, count = 1 }, --Ìì²ÔÊÖïí
{ group = 6, type = 0, id = 299, propability = 8, count = 1 }, --×ÏŞ±ÊÖïí
{ group = 6, type = 0, id = 314, propability = 8, count = 1 }, --óÏÀÇÊÖïí
{ group = 6, type = 0, id = 330, propability = 8, count = 1 }, --Ìì²Ô½äÖ¸
{ group = 6, type = 0, id = 345, propability = 8, count = 1 }, --×ÏŞ±½äÖ¸
{ group = 6, type = 0, id = 360, propability = 8, count = 1 }, --óÏÀÇ½äÖ¸
{ group = 6, type = 0, id = 376, propability = 8, count = 1 }, --Ìì²ÔÕ½Ñ¥
{ group = 6, type = 0, id = 391, propability = 8, count = 1 }, --×ÏŞ±·¨Ñ¥
{ group = 6, type = 0, id = 406, propability = 8, count = 1 }, --óÏÀÇµÀÑ¥
{ group = 6, type = 0, id = 421, propability = 8, count = 1 }, --Ìì²Ô±¦Ê¯
{ group = 6, type = 0, id = 436, propability = 8, count = 1 }, --×ÏŞ±±¦Ê¯
{ group = 6, type = 0, id = 451, propability = 8, count = 1 }, --óÏÀÇ±¦Ê¯
{ group = 7, type = 0, id = 7, propability = 25, count = 1 }, --Õ¶ÁúÍÀÄ§
{ group = 7, type = 0, id = 22, propability = 25, count = 1 }, --±ùÀ¶·¨ÕÈ
{ group = 7, type = 0, id = 37, propability = 25, count = 1 }, --×Ï¹âµÀ½£
{ group = 8, type = 0, id = 56, propability = 15, count = 1 }, --ÆÆÌìÕ½¼×(ÄĞ)
{ group = 8, type = 0, id = 71, propability = 15, count = 1 }, --ÆÆÌìÕ½¼×(Å®)
{ group = 8, type = 0, id = 86, propability = 15, count = 1 }, --´äÓğ·¨ÅÛ(ÄĞ)
{ group = 8, type = 0, id = 101, propability = 15, count = 1 }, --´äÓğ·¨ÅÛ(Å®)
{ group = 8, type = 0, id = 116, propability = 15, count = 1 }, --À¶ÁèµÀîø(ÄĞ)
{ group = 8, type = 0, id = 131, propability = 15, count = 1 }, --À¶ÁèµÀîø(Å®)
{ group = 8, type = 0, id = 147, propability = 15, count = 1 }, --ÆÆÌìÑü´ø
{ group = 8, type = 0, id = 162, propability = 15, count = 1 }, --´äÓğÑü´ø
{ group = 8, type = 0, id = 177, propability = 15, count = 1 }, --À¶ÁèÑü´ø
{ group = 8, type = 0, id = 193, propability = 15, count = 1 }, --ÆÆÌìÍ·¿ø
{ group = 8, type = 0, id = 208, propability = 15, count = 1 }, --´äÓğÍ·¿ø
{ group = 8, type = 0, id = 223, propability = 15, count = 1 }, --À¶ÁèÍ·¿ø
{ group = 8, type = 0, id = 239, propability = 15, count = 1 }, --ÆÆÌìÏîÁ´
{ group = 8, type = 0, id = 254, propability = 15, count = 1 }, --´äÓğÏîÁ´
{ group = 8, type = 0, id = 269, propability = 15, count = 1 }, --À¶ÁèÏîÁ´
{ group = 8, type = 0, id = 285, propability = 15, count = 1 }, --ÆÆÌìÊÖïí
{ group = 8, type = 0, id = 300, propability = 15, count = 1 }, --´äÓğÊÖïí
{ group = 8, type = 0, id = 315, propability = 15, count = 1 }, --À¶ÁèÊÖïí
{ group = 8, type = 0, id = 331, propability = 15, count = 1 }, --ÆÆÌì½äÖ¸
{ group = 8, type = 0, id = 346, propability = 15, count = 1 }, --´äÓğ½äÖ¸
{ group = 8, type = 0, id = 361, propability = 15, count = 1 }, --À¶Áè½äÖ¸
{ group = 8, type = 0, id = 377, propability = 15, count = 1 }, --ÆÆÌìÕ½Ñ¥
{ group = 8, type = 0, id = 392, propability = 15, count = 1 }, --´äÓğ·¨Ñ¥
{ group = 8, type = 0, id = 407, propability = 15, count = 1 }, --À¶ÁèµÀÑ¥
{ group = 8, type = 0, id = 422, propability = 15, count = 1 }, --ÆÆÌì±¦Ê¯
{ group = 8, type = 0, id = 437, propability = 15, count = 1 }, --´äÓğ±¦Ê¯
{ group = 8, type = 0, id = 452, propability = 15, count = 1 }, --À¶Áè±¦Ê¯
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 3000, maxcount = 3000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 3000, maxcount = 3000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 3000, maxcount = 3000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 3000, maxcount = 3000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 3000, maxcount = 3000 }, --°ó¶¨½ğ±Ò
