{ group = 0, type = 0, id = 370, propability = 1, count = 3 }, --×£¸£ÓÍ
{ group = 3, type = 0, id = 114, propability = 3, count = 1 }, --ºìÓñ½äÖ¸
{ group = 3, type = 0, id = 103, propability = 3, count = 1 }, --»Æ½ğ½äÖ¸
{ group = 3, type = 0, id = 125, propability = 3, count = 1 }, --À¶Áé½äÖ¸
{ group = 4, type = 0, id = 98, propability = 3, count = 1 }, --»Æ½ğÏîÁ´
{ group = 4, type = 0, id = 110, propability = 3, count = 1 }, --ºìÓñÊÖïí
{ group = 4, type = 0, id = 111, propability = 3, count = 1 }, --ºìÓñÑü´ø
{ group = 4, type = 0, id = 99, propability = 3, count = 1 }, --»Æ½ğ»¤Íó
{ group = 4, type = 0, id = 114, propability = 3, count = 1 }, --ºìÓñ½äÖ¸
{ group = 4, type = 0, id = 120, propability = 3, count = 1 }, --À¶ÁéÏîÁ´
{ group = 4, type = 0, id = 100, propability = 3, count = 1 }, --»Æ½ğÑü´ø
{ group = 4, type = 0, id = 112, propability = 3, count = 1 }, --ºìÓñ·¨ÂÄ
{ group = 4, type = 0, id = 121, propability = 3, count = 1 }, --À¶ÁéÊÖïí
{ group = 4, type = 0, id = 101, propability = 3, count = 1 }, --»Æ½ğÕ½Ñ¥
{ group = 4, type = 0, id = 103, propability = 3, count = 1 }, --»Æ½ğ½äÖ¸
{ group = 4, type = 0, id = 109, propability = 3, count = 1 }, --ºìÓñÏîÁ´
{ group = 4, type = 0, id = 122, propability = 3, count = 1 }, --À¶ÁéÑü´ø
{ group = 4, type = 0, id = 123, propability = 3, count = 1 }, --À¶ÁéµÀĞ¬
{ group = 4, type = 0, id = 125, propability = 3, count = 1 }, --À¶Áé½äÖ¸
