{ group = 0, type = 0, id = 370, propability = 1, count = 3 }, --祝福油
{ group = 6, type = 0, id = 97, propability = 3, count = 1 }, --黄金头盔
{ group = 6, type = 0, id = 113, propability = 3, count = 1 }, --红玉宝石
{ group = 6, type = 0, id = 95, propability = 3, count = 1 }, --黄金战甲(男)
{ group = 6, type = 0, id = 102, propability = 3, count = 1 }, --黄金宝石
{ group = 6, type = 0, id = 107, propability = 3, count = 1 }, --红玉魔袍(女)
{ group = 6, type = 0, id = 108, propability = 3, count = 1 }, --红玉头盔
{ group = 6, type = 0, id = 116, propability = 3, count = 1 }, --光芒神剑
{ group = 6, type = 0, id = 117, propability = 3, count = 1 }, --蓝灵道衣(男)
{ group = 6, type = 0, id = 124, propability = 3, count = 1 }, --蓝灵宝石
{ group = 7, type = 0, id = 106, propability = 3, count = 1 }, --红玉魔袍(男)
{ group = 7, type = 0, id = 116, propability = 3, count = 1 }, --光芒神剑
{ group = 7, type = 0, id = 117, propability = 3, count = 1 }, --蓝灵道衣(男)
{ group = 7, type = 0, id = 124, propability = 3, count = 1 }, --蓝灵宝石
{ group = 7, type = 0, id = 105, propability = 3, count = 1 }, --金光法杖
{ group = 7, type = 0, id = 118, propability = 3, count = 1 }, --蓝灵道衣(女)
{ group = 7, type = 0, id = 97, propability = 3, count = 1 }, --黄金头盔
{ group = 7, type = 0, id = 119, propability = 3, count = 1 }, --蓝灵头盔
{ group = 7, type = 0, id = 95, propability = 3, count = 1 }, --黄金战甲(男)
{ group = 7, type = 0, id = 96, propability = 3, count = 1 }, --黄金战甲(女)
{ group = 7, type = 0, id = 102, propability = 3, count = 1 }, --黄金宝石
{ group = 7, type = 0, id = 107, propability = 3, count = 1 }, --红玉魔袍(女)
{ group = 7, type = 0, id = 108, propability = 3, count = 1 }, --红玉头盔
{ group = 7, type = 0, id = 94, propability = 3, count = 1 }, --偃月战刀
{ group = 7, type = 0, id = 113, propability = 3, count = 1 }, --红玉宝石
{ group = 8, type = 0, id = 106, propability = 3, count = 1 }, --红玉魔袍(男)
{ group = 8, type = 0, id = 94, propability = 3, count = 1 }, --偃月战刀
{ group = 8, type = 0, id = 113, propability = 3, count = 1 }, --红玉宝石
{ group = 8, type = 0, id = 124, propability = 3, count = 1 }, --蓝灵宝石
{ group = 8, type = 0, id = 105, propability = 3, count = 1 }, --金光法杖
{ group = 8, type = 0, id = 118, propability = 3, count = 1 }, --蓝灵道衣(女)
{ group = 8, type = 0, id = 97, propability = 3, count = 1 }, --黄金头盔
{ group = 8, type = 0, id = 108, propability = 3, count = 1 }, --红玉头盔
{ group = 8, type = 0, id = 119, propability = 3, count = 1 }, --蓝灵头盔
{ group = 8, type = 0, id = 95, propability = 3, count = 1 }, --黄金战甲(男)
{ group = 8, type = 0, id = 96, propability = 3, count = 1 }, --黄金战甲(女)
{ group = 8, type = 0, id = 116, propability = 3, count = 1 }, --光芒神剑
{ group = 8, type = 0, id = 117, propability = 3, count = 1 }, --蓝灵道衣(男)
{ group = 8, type = 0, id = 102, propability = 3, count = 1 }, --黄金宝石
{ group = 8, type = 0, id = 107, propability = 3, count = 1 }, --红玉魔袍(女)
