{ group = 0, type = 0, id = 370, propability = 1200, count = 1 }, --×£¸£ÓÍ
{ group = 1, type = 0, id = 148, propability = 100443, count = 1 }, --ÌúÑªÑ«ÕÂ
{ group = 1, type = 0, id = 159, propability = 100443, count = 1 }, --ÈÙÓşÑ«ÕÂ
{ group = 1, type = 0, id = 161, propability = 9757245, count = 1 }, --Ê¥ÁéÕ½¼×(ÄĞ)
{ group = 1, type = 0, id = 162, propability = 9757245, count = 1 }, --Ê¥ÁéÕ½¼×(Å®)
{ group = 1, type = 0, id = 166, propability = 325242, count = 1 }, --Ê¥ÁéÑü´ø
{ group = 1, type = 0, id = 167, propability = 325242, count = 1 }, --Ê¥ÁéÕ½Ñ¥
{ group = 1, type = 0, id = 168, propability = 325242, count = 1 }, --Ê¥Áé±¦Ê¯
{ group = 1, type = 0, id = 169, propability = 325242, count = 1 }, --Ê¥Áé½äÖ¸
{ group = 1, type = 0, id = 172, propability = 9757245, count = 1 }, --Ñ©ÓòÄ§ÅÛ(ÄĞ)
{ group = 1, type = 0, id = 173, propability = 9757245, count = 1 }, --Ñ©ÓòÄ§ÅÛ(Å®)
{ group = 1, type = 0, id = 177, propability = 325242, count = 1 }, --Ñ©ÓòÑü´ø
{ group = 1, type = 0, id = 178, propability = 325242, count = 1 }, --Ñ©ÓòÄ§Ğ¬
{ group = 1, type = 0, id = 179, propability = 325242, count = 1 }, --Ñ©Óò±¦Ê¯
{ group = 1, type = 0, id = 180, propability = 325242, count = 1 }, --Ñ©Óò½äÖ¸
{ group = 1, type = 0, id = 183, propability = 9757245, count = 1 }, --Ììî¸µÀÒÂ(ÄĞ)
{ group = 1, type = 0, id = 184, propability = 9757245, count = 1 }, --Ììî¸µÀÒÂ(Å®)
{ group = 1, type = 0, id = 188, propability = 325242, count = 1 }, --Ììî¸Ñü´ø
{ group = 1, type = 0, id = 189, propability = 325242, count = 1 }, --Ììî¸µÀĞ¬
{ group = 1, type = 0, id = 190, propability = 325242, count = 1 }, --Ììî¸±¦Ê¯
{ group = 1, type = 0, id = 191, propability = 325242, count = 1 }, --Ììî¸Ö®½ä
{ group = 1, type = 0, id = 170, propability = 650483, count = 1 }, --ÕğÌì
{ group = 1, type = 0, id = 181, propability = 650483, count = 1 }, --·üÄ§
{ group = 1, type = 0, id = 192, propability = 650483, count = 1 }, --ÍÌÔÂ
{ group = 2, type = 0, id = 197, propability = 569175, count = 1 }, --½ğÑôÏîÁ´
{ group = 2, type = 0, id = 202, propability = 569175, count = 1 }, --½ğÑô½äÖ¸
{ group = 2, type = 0, id = 208, propability = 569175, count = 1 }, --ÉóÅĞÏîÁ´
{ group = 2, type = 0, id = 213, propability = 569175, count = 1 }, --ÉóÅĞ½äÖ¸
{ group = 2, type = 0, id = 219, propability = 569175, count = 1 }, --ĞşÚ¤ÏîÁ´
{ group = 2, type = 0, id = 224, propability = 569175, count = 1 }, --ĞşÚ¤½äÖ¸
{ group = 2, type = 0, id = 203, propability = 1138346, count = 1 }, --ÊØ»¤
{ group = 2, type = 0, id = 214, propability = 1138346, count = 1 }, --±ÙĞ°
{ group = 2, type = 0, id = 225, propability = 1138346, count = 1 }, --¾ÛÁé
{ group = 3, type = 0, id = 235, propability = 401534, count = 1 }, --Ç§¾û½äÖ¸
{ group = 3, type = 0, id = 246, propability = 401534, count = 1 }, --ÁÒÑæ½äÖ¸
{ group = 3, type = 0, id = 257, propability = 401534, count = 1 }, --Ú¤÷È½äÖ¸
{ group = 4, type = 0, id = 612, propability = 1200, count = 1 }, --ÃüÔËÍ·¿ø
{ group = 4, type = 0, id = 613, propability = 1600, count = 1 }, --ÌìÉñÍ·¿ø
{ group = 4, type = 0, id = 614, propability = 1600, count = 1 }, --ºçÄ§Í·¿ø
{ group = 4, type = 0, id = 594, propability = 3500, count = 1 }, --ĞşÌú±¦Ê¯
{ group = 4, type = 0, id = 595, propability = 3500, count = 1 }, --ĞÇ¹â±¦Ê¯
{ group = 4, type = 0, id = 596, propability = 3500, count = 1 }, --Á½ÒÇ±¦Ê¯
{ group = 4, type = 0, id = 597, propability = 3500, count = 1 }, --ĞşÌúÊÖïí
{ group = 4, type = 0, id = 598, propability = 3500, count = 1 }, --ĞÇ¹âÊÖïí
{ group = 4, type = 0, id = 599, propability = 3500, count = 1 }, --Á½ÒÇÊÖïí
{ group = 4, type = 0, id = 600, propability = 3500, count = 1 }, --ĞşÌúÏîÁ´
{ group = 4, type = 0, id = 601, propability = 3500, count = 1 }, --ĞÇ¹âÏîÁ´
{ group = 4, type = 0, id = 602, propability = 3500, count = 1 }, --Á½ÒÇÏîÁ´
{ group = 4, type = 0, id = 615, propability = 4000, count = 1 }, --À×öªÍ·¿ø
{ group = 4, type = 0, id = 616, propability = 4000, count = 1 }, --ĞÇ²ÓÍ·¿ø
{ group = 4, type = 0, id = 617, propability = 4000, count = 1 }, --ĞşÁéÍ·¿ø
{ group = 4, type = 0, id = 603, propability = 13500, count = 1 }, --À×öªÑü´ø
{ group = 4, type = 0, id = 604, propability = 13500, count = 1 }, --ĞÇ²ÓÑü´ø
{ group = 4, type = 0, id = 605, propability = 13500, count = 1 }, --ĞşÁéÑü´ø
{ group = 4, type = 0, id = 606, propability = 13500, count = 1 }, --À×öªÕ½Ñ¥
{ group = 4, type = 0, id = 607, propability = 13500, count = 1 }, --ĞÇ²Ó·¨ÂÄ
{ group = 4, type = 0, id = 608, propability = 13500, count = 1 }, --ĞşÁéµÀĞ¬
{ group = 4, type = 0, id = 609, propability = 13500, count = 1 }, --À×öª½äÖ¸
{ group = 4, type = 0, id = 610, propability = 13500, count = 1 }, --ĞÇ²Ó½äÖ¸
{ group = 4, type = 0, id = 611, propability = 13500, count = 1 }, --ĞşÁé½äÖ¸
{ group = 5, type = 0, id = 229, propability = 274909, count = 1 }, --Ç§¾ûÍ·¿ø
{ group = 5, type = 0, id = 240, propability = 274909, count = 1 }, --ÁÒÑæÍ·¿ø
{ group = 5, type = 0, id = 251, propability = 274909, count = 1 }, --Ú¤÷ÈÍ·¿ø
{ group = 6, type = 0, id = 1202, propability = 280000, count = 1 }, --Á¶Óü±¦Ê¯
{ group = 6, type = 0, id = 1213, propability = 280000, count = 1 }, --»Ô»Í±¦Ê¯
{ group = 6, type = 0, id = 1224, propability = 280000, count = 1 }, --±Ìº£±¦Ê¯
