{ group = 0, type = 0, id = 464, propability = 150, count = 1, growLv = 20 }, --1½×»êÖé
{ group = 0, type = 0, id = 506, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 507, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 508, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 511, propability = 2, count = 1, growLv = 18, bind = 1 }, --3½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 509, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Îï·À»êÓñ
{ group = 0, type = 0, id = 510, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 512, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 918, propability = 1, count = 0, mincount = 1, maxcount = 3, growLv = 2, bind = 1 }, --ĞÇÖéËé¾§(Ğ¡)
{ group = 0, type = 0, id = 485, propability = 10, count = 1, growLv = 15, bind = 1 }, --ÍêÃÀÇ¿»¯·û
{ group = 0, type = 0, id = 636, propability = 10, count = 1, growLv = 15, bind = 1 }, --2±¶¾­Ñéµ¤(1Ğ¡Ê±)
{ group = 0, type = 0, id = 835, propability = 10, count = 1, growLv = 10 }, --ÎïÀí¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 836, propability = 10, count = 1, growLv = 10 }, --Ä§·¨¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 837, propability = 10, count = 1, growLv = 10 }, --µÀÊõ¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 921, propability = 1, count = 0, mincount = 1, maxcount = 3, growLv = 2, bind = 1 }, --»¤¾µËé¾§(Ğ¡)
{ group = 0, type = 0, id = 499, propability = 8, count = 1, growLv = 5 }, --2½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 500, propability = 8, count = 1, growLv = 5 }, --2½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 501, propability = 8, count = 1, growLv = 5 }, --2½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 502, propability = 5, count = 1, growLv = 3 }, --2½×Îï·À»êÓñ
{ group = 0, type = 0, id = 503, propability = 5, count = 1, growLv = 3 }, --2½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 504, propability = 5, count = 1, growLv = 2 }, --2½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 505, propability = 5, count = 1, growLv = 2 }, --2½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 492, propability = 10, count = 1, bind = 1 }, --1½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 493, propability = 10, count = 1, bind = 1 }, --1½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 494, propability = 10, count = 1, bind = 1 }, --1½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 495, propability = 10, count = 1, bind = 1 }, --1½×Îï·À»êÓñ
{ group = 0, type = 0, id = 496, propability = 10, count = 1, bind = 1 }, --1½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 497, propability = 10, count = 1, bind = 1 }, --1½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 498, propability = 10, count = 1, bind = 1 }, --1½×Ä§·¨»êÓñ
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 0, id = 473, propability = 2, count = 1, bind = 1 }, --Âí±Ş
{ group = 0, type = 0, id = 745, propability = 2, count = 1 }, --×£¸£ÓÍ
{ group = 2, type = 0, id = 130, propability = 400, count = 1 }, --óÏÀÇµÀîø(Å®)
{ group = 3, type = 0, id = 146, propability = 400, count = 1 }, --Ìì²ÔÑü´ø
{ group = 3, type = 0, id = 161, propability = 400, count = 1 }, --×ÏŞ±Ñü´ø
{ group = 3, type = 0, id = 176, propability = 400, count = 1 }, --óÏÀÇÑü´ø
{ group = 3, type = 0, id = 192, propability = 400, count = 1 }, --Ìì²ÔÍ·¿ø
{ group = 3, type = 0, id = 207, propability = 400, count = 1 }, --×ÏŞ±Í·¿ø
{ group = 3, type = 0, id = 222, propability = 400, count = 1 }, --óÏÀÇÍ·¿ø
{ group = 3, type = 0, id = 238, propability = 400, count = 1 }, --Ìì²ÔÏîÁ´
{ group = 3, type = 0, id = 253, propability = 400, count = 1 }, --×ÏŞ±ÏîÁ´
{ group = 3, type = 0, id = 268, propability = 400, count = 1 }, --óÏÀÇÏîÁ´
{ group = 3, type = 0, id = 284, propability = 400, count = 1 }, --Ìì²ÔÊÖïí
{ group = 3, type = 0, id = 299, propability = 400, count = 1 }, --×ÏŞ±ÊÖïí
{ group = 3, type = 0, id = 314, propability = 400, count = 1 }, --óÏÀÇÊÖïí
{ group = 3, type = 0, id = 330, propability = 400, count = 1 }, --Ìì²Ô½äÖ¸
{ group = 3, type = 0, id = 345, propability = 400, count = 1 }, --×ÏŞ±½äÖ¸
{ group = 3, type = 0, id = 360, propability = 400, count = 1 }, --óÏÀÇ½äÖ¸
{ group = 3, type = 0, id = 376, propability = 400, count = 1 }, --Ìì²ÔÕ½Ñ¥
{ group = 3, type = 0, id = 391, propability = 400, count = 1 }, --×ÏŞ±·¨Ñ¥
{ group = 3, type = 0, id = 406, propability = 400, count = 1 }, --óÏÀÇµÀÑ¥
{ group = 3, type = 0, id = 421, propability = 400, count = 1 }, --Ìì²Ô±¦Ê¯
{ group = 3, type = 0, id = 436, propability = 400, count = 1 }, --×ÏŞ±±¦Ê¯
{ group = 3, type = 0, id = 451, propability = 400, count = 1 }, --óÏÀÇ±¦Ê¯
{ group = 4, type = 0, id = 6, propability = 600, count = 1 }, --»ğÁÃÌì²Ô
{ group = 4, type = 0, id = 21, propability = 600, count = 1 }, --×ÏŞ±Ó³ÔÂ
{ group = 4, type = 0, id = 36, propability = 600, count = 1 }, --óÏÀÇµÀ½£
{ group = 5, type = 0, id = 7, propability = 800, count = 1 }, --Õ¶ÁúÍÀÄ§
{ group = 5, type = 0, id = 22, propability = 800, count = 1 }, --±ùÀ¶·¨ÕÈ
{ group = 5, type = 0, id = 37, propability = 800, count = 1 }, --×Ï¹âµÀ½£
{ group = 5, type = 0, id = 56, propability = 800, count = 1 }, --ÆÆÌìÕ½¼×(ÄĞ)
{ group = 5, type = 0, id = 71, propability = 800, count = 1 }, --ÆÆÌìÕ½¼×(Å®)
{ group = 5, type = 0, id = 86, propability = 800, count = 1 }, --´äÓğ·¨ÅÛ(ÄĞ)
{ group = 5, type = 0, id = 101, propability = 800, count = 1 }, --´äÓğ·¨ÅÛ(Å®)
{ group = 5, type = 0, id = 116, propability = 800, count = 1 }, --À¶ÁèµÀîø(ÄĞ)
{ group = 5, type = 0, id = 131, propability = 800, count = 1 }, --À¶ÁèµÀîø(Å®)
{ group = 5, type = 0, id = 147, propability = 800, count = 1 }, --ÆÆÌìÑü´ø
{ group = 5, type = 0, id = 162, propability = 800, count = 1 }, --´äÓğÑü´ø
{ group = 5, type = 0, id = 177, propability = 800, count = 1 }, --À¶ÁèÑü´ø
{ group = 5, type = 0, id = 193, propability = 800, count = 1 }, --ÆÆÌìÍ·¿ø
{ group = 5, type = 0, id = 208, propability = 800, count = 1 }, --´äÓğÍ·¿ø
{ group = 5, type = 0, id = 223, propability = 800, count = 1 }, --À¶ÁèÍ·¿ø
{ group = 5, type = 0, id = 239, propability = 800, count = 1 }, --ÆÆÌìÏîÁ´
{ group = 5, type = 0, id = 254, propability = 800, count = 1 }, --´äÓğÏîÁ´
{ group = 5, type = 0, id = 269, propability = 800, count = 1 }, --À¶ÁèÏîÁ´
{ group = 5, type = 0, id = 285, propability = 800, count = 1 }, --ÆÆÌìÊÖïí
{ group = 5, type = 0, id = 300, propability = 800, count = 1 }, --´äÓğÊÖïí
{ group = 5, type = 0, id = 315, propability = 800, count = 1 }, --À¶ÁèÊÖïí
{ group = 5, type = 0, id = 331, propability = 800, count = 1 }, --ÆÆÌì½äÖ¸
{ group = 5, type = 0, id = 346, propability = 800, count = 1 }, --´äÓğ½äÖ¸
{ group = 5, type = 0, id = 361, propability = 800, count = 1 }, --À¶Áè½äÖ¸
{ group = 5, type = 0, id = 377, propability = 800, count = 1 }, --ÆÆÌìÕ½Ñ¥
{ group = 5, type = 0, id = 392, propability = 800, count = 1 }, --´äÓğ·¨Ñ¥
{ group = 5, type = 0, id = 407, propability = 800, count = 1 }, --À¶ÁèµÀÑ¥
{ group = 5, type = 0, id = 422, propability = 800, count = 1 }, --ÆÆÌì±¦Ê¯
{ group = 5, type = 0, id = 437, propability = 800, count = 1 }, --´äÓğ±¦Ê¯
{ group = 5, type = 0, id = 452, propability = 800, count = 1 }, --À¶Áè±¦Ê¯
{ group = 6, type = 0, id = 8, propability = 1000, count = 1 }, --öÌ½ğ±¦µ¶
{ group = 6, type = 0, id = 23, propability = 1000, count = 1 }, --±Ìçô·¨ÕÈ
{ group = 6, type = 0, id = 38, propability = 1000, count = 1 }, --á°¿ÕÉñ½£
{ group = 6, type = 0, id = 57, propability = 1000, count = 1 }, --öÌ½ğÕ½¼×(ÄĞ)
{ group = 6, type = 0, id = 72, propability = 1000, count = 1 }, --öÌ½ğÕ½¼×(Å®)
{ group = 6, type = 0, id = 87, propability = 1000, count = 1 }, --±Ìçô·¨ÅÛ(ÄĞ)
{ group = 6, type = 0, id = 102, propability = 1000, count = 1 }, --±Ìçô·¨ÅÛ(Å®)
{ group = 6, type = 0, id = 117, propability = 1000, count = 1 }, --á°¿ÕµÀîø(ÄĞ)
{ group = 6, type = 0, id = 132, propability = 1000, count = 1 }, --á°¿ÕµÀîø(Å®)
{ group = 6, type = 0, id = 148, propability = 1000, count = 1 }, --öÌ½ğÑü´ø
{ group = 6, type = 0, id = 163, propability = 1000, count = 1 }, --±ÌçôÑü´ø
{ group = 6, type = 0, id = 178, propability = 1000, count = 1 }, --á°¿ÕÑü´ø
{ group = 6, type = 0, id = 194, propability = 1000, count = 1 }, --öÌ½ğÍ·¿ø
{ group = 6, type = 0, id = 209, propability = 1000, count = 1 }, --±ÌçôÍ·¿ø
{ group = 6, type = 0, id = 224, propability = 1000, count = 1 }, --á°¿ÕÍ·¿ø
{ group = 6, type = 0, id = 240, propability = 1000, count = 1 }, --öÌ½ğÏîÁ´
{ group = 6, type = 0, id = 255, propability = 1000, count = 1 }, --±ÌçôÏîÁ´
{ group = 6, type = 0, id = 270, propability = 1000, count = 1 }, --á°¿ÕÏîÁ´
{ group = 6, type = 0, id = 286, propability = 1000, count = 1 }, --öÌ½ğÊÖïí
{ group = 6, type = 0, id = 301, propability = 1000, count = 1 }, --±ÌçôÊÖïí
{ group = 6, type = 0, id = 316, propability = 1000, count = 1 }, --á°¿ÕÊÖïí
{ group = 6, type = 0, id = 332, propability = 1000, count = 1 }, --öÌ½ğ½äÖ¸
{ group = 6, type = 0, id = 347, propability = 1000, count = 1 }, --±Ìçô½äÖ¸
{ group = 6, type = 0, id = 362, propability = 1000, count = 1 }, --á°¿Õ½äÖ¸
{ group = 6, type = 0, id = 378, propability = 1000, count = 1 }, --öÌ½ğÕ½Ñ¥
{ group = 6, type = 0, id = 393, propability = 1000, count = 1 }, --±Ìçô·¨Ñ¥
{ group = 6, type = 0, id = 408, propability = 1000, count = 1 }, --á°¿ÕµÀÑ¥
{ group = 6, type = 0, id = 423, propability = 1000, count = 1 }, --öÌ½ğ±¦Ê¯
{ group = 6, type = 0, id = 438, propability = 1000, count = 1 }, --±Ìçô±¦Ê¯
{ group = 6, type = 0, id = 453, propability = 1000, count = 1 }, --á°¿Õ±¦Ê¯
{ group = 7, type = 0, id = 807, propability = 1, count = 1, bind = 1 }, --1000»ı·Öá÷ÁÔÁîÅÆ
