{ group = 0, type = 0, id = 464, propability = 150, count = 1, growLv = 20 }, --1½×»êÖé
{ group = 0, type = 0, id = 506, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 507, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 508, propability = 15, count = 1, growLv = 19, bind = 1 }, --3½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 511, propability = 2, count = 1, growLv = 18, bind = 1 }, --3½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 509, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Îï·À»êÓñ
{ group = 0, type = 0, id = 510, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 512, propability = 5, count = 1, growLv = 18, bind = 1 }, --3½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 918, propability = 1, count = 0, mincount = 1, maxcount = 3, growLv = 2, bind = 1 }, --ĞÇÖéËé¾§(Ğ¡)
{ group = 0, type = 0, id = 485, propability = 10, count = 1, growLv = 15, bind = 1 }, --ÍêÃÀÇ¿»¯·û
{ group = 0, type = 0, id = 636, propability = 10, count = 1, growLv = 15, bind = 1 }, --2±¶¾­Ñéµ¤(1Ğ¡Ê±)
{ group = 0, type = 0, id = 835, propability = 10, count = 1, growLv = 10 }, --ÎïÀí¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 836, propability = 10, count = 1, growLv = 10 }, --Ä§·¨¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 837, propability = 10, count = 1, growLv = 10 }, --µÀÊõ¹¥»÷Ò©¼Á
{ group = 0, type = 0, id = 921, propability = 1, count = 0, mincount = 1, maxcount = 3, growLv = 2, bind = 1 }, --»¤¾µËé¾§(Ğ¡)
{ group = 0, type = 0, id = 499, propability = 8, count = 1, growLv = 5 }, --2½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 500, propability = 8, count = 1, growLv = 5 }, --2½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 501, propability = 8, count = 1, growLv = 5 }, --2½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 502, propability = 5, count = 1, growLv = 3 }, --2½×Îï·À»êÓñ
{ group = 0, type = 0, id = 503, propability = 5, count = 1, growLv = 3 }, --2½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 504, propability = 5, count = 1, growLv = 2 }, --2½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 505, propability = 5, count = 1, growLv = 2 }, --2½×Ä§·¨»êÓñ
{ group = 0, type = 0, id = 492, propability = 10, count = 1, bind = 1 }, --1½×Îï¹¥»êÓñ
{ group = 0, type = 0, id = 493, propability = 10, count = 1, bind = 1 }, --1½×Ä§¹¥»êÓñ
{ group = 0, type = 0, id = 494, propability = 10, count = 1, bind = 1 }, --1½×µÀ¹¥»êÓñ
{ group = 0, type = 0, id = 495, propability = 10, count = 1, bind = 1 }, --1½×Îï·À»êÓñ
{ group = 0, type = 0, id = 496, propability = 10, count = 1, bind = 1 }, --1½×Ä§·À»êÓñ
{ group = 0, type = 0, id = 497, propability = 10, count = 1, bind = 1 }, --1½×ÉúÃü»êÓñ
{ group = 0, type = 0, id = 498, propability = 10, count = 1, bind = 1 }, --1½×Ä§·¨»êÓñ
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 5, id = 0, propability = 1, count = 0, mincount = 5000, maxcount = 15000 }, --°ó¶¨½ğ±Ò
{ group = 0, type = 0, id = 473, propability = 2, count = 1, bind = 1 }, --Âí±Ş
{ group = 0, type = 0, id = 745, propability = 2, count = 1 }, --×£¸£ÓÍ
{ group = 2, type = 0, id = 130, propability = 700, count = 1 }, --óÏÀÇµÀîø(Å®)
{ group = 3, type = 0, id = 146, propability = 700, count = 1 }, --Ìì²ÔÑü´ø
{ group = 3, type = 0, id = 161, propability = 700, count = 1 }, --×ÏŞ±Ñü´ø
{ group = 3, type = 0, id = 176, propability = 700, count = 1 }, --óÏÀÇÑü´ø
{ group = 3, type = 0, id = 192, propability = 700, count = 1 }, --Ìì²ÔÍ·¿ø
{ group = 3, type = 0, id = 207, propability = 700, count = 1 }, --×ÏŞ±Í·¿ø
{ group = 3, type = 0, id = 222, propability = 700, count = 1 }, --óÏÀÇÍ·¿ø
{ group = 3, type = 0, id = 238, propability = 700, count = 1 }, --Ìì²ÔÏîÁ´
{ group = 3, type = 0, id = 253, propability = 700, count = 1 }, --×ÏŞ±ÏîÁ´
{ group = 3, type = 0, id = 268, propability = 700, count = 1 }, --óÏÀÇÏîÁ´
{ group = 3, type = 0, id = 284, propability = 700, count = 1 }, --Ìì²ÔÊÖïí
{ group = 3, type = 0, id = 299, propability = 700, count = 1 }, --×ÏŞ±ÊÖïí
{ group = 3, type = 0, id = 314, propability = 700, count = 1 }, --óÏÀÇÊÖïí
{ group = 3, type = 0, id = 330, propability = 700, count = 1 }, --Ìì²Ô½äÖ¸
{ group = 3, type = 0, id = 345, propability = 700, count = 1 }, --×ÏŞ±½äÖ¸
{ group = 3, type = 0, id = 360, propability = 700, count = 1 }, --óÏÀÇ½äÖ¸
{ group = 3, type = 0, id = 376, propability = 700, count = 1 }, --Ìì²ÔÕ½Ñ¥
{ group = 3, type = 0, id = 391, propability = 700, count = 1 }, --×ÏŞ±·¨Ñ¥
{ group = 3, type = 0, id = 406, propability = 700, count = 1 }, --óÏÀÇµÀÑ¥
{ group = 3, type = 0, id = 421, propability = 700, count = 1 }, --Ìì²Ô±¦Ê¯
{ group = 3, type = 0, id = 436, propability = 700, count = 1 }, --×ÏŞ±±¦Ê¯
{ group = 3, type = 0, id = 451, propability = 700, count = 1 }, --óÏÀÇ±¦Ê¯
{ group = 4, type = 0, id = 6, propability = 800, count = 1 }, --»ğÁÃÌì²Ô
{ group = 4, type = 0, id = 21, propability = 800, count = 1 }, --×ÏŞ±Ó³ÔÂ
{ group = 4, type = 0, id = 36, propability = 800, count = 1 }, --óÏÀÇµÀ½£
{ group = 5, type = 0, id = 7, propability = 1200, count = 1 }, --Õ¶ÁúÍÀÄ§
{ group = 5, type = 0, id = 22, propability = 1200, count = 1 }, --±ùÀ¶·¨ÕÈ
{ group = 5, type = 0, id = 37, propability = 1200, count = 1 }, --×Ï¹âµÀ½£
{ group = 5, type = 0, id = 56, propability = 1200, count = 1 }, --ÆÆÌìÕ½¼×(ÄĞ)
{ group = 5, type = 0, id = 71, propability = 1200, count = 1 }, --ÆÆÌìÕ½¼×(Å®)
{ group = 5, type = 0, id = 86, propability = 1200, count = 1 }, --´äÓğ·¨ÅÛ(ÄĞ)
{ group = 5, type = 0, id = 101, propability = 1200, count = 1 }, --´äÓğ·¨ÅÛ(Å®)
{ group = 5, type = 0, id = 116, propability = 1200, count = 1 }, --À¶ÁèµÀîø(ÄĞ)
{ group = 5, type = 0, id = 131, propability = 1200, count = 1 }, --À¶ÁèµÀîø(Å®)
{ group = 5, type = 0, id = 147, propability = 1200, count = 1 }, --ÆÆÌìÑü´ø
{ group = 5, type = 0, id = 162, propability = 1200, count = 1 }, --´äÓğÑü´ø
{ group = 5, type = 0, id = 177, propability = 1200, count = 1 }, --À¶ÁèÑü´ø
{ group = 5, type = 0, id = 193, propability = 1200, count = 1 }, --ÆÆÌìÍ·¿ø
{ group = 5, type = 0, id = 208, propability = 1200, count = 1 }, --´äÓğÍ·¿ø
{ group = 5, type = 0, id = 223, propability = 1200, count = 1 }, --À¶ÁèÍ·¿ø
{ group = 5, type = 0, id = 239, propability = 1200, count = 1 }, --ÆÆÌìÏîÁ´
{ group = 5, type = 0, id = 254, propability = 1200, count = 1 }, --´äÓğÏîÁ´
{ group = 5, type = 0, id = 269, propability = 1200, count = 1 }, --À¶ÁèÏîÁ´
{ group = 5, type = 0, id = 285, propability = 1200, count = 1 }, --ÆÆÌìÊÖïí
{ group = 5, type = 0, id = 300, propability = 1200, count = 1 }, --´äÓğÊÖïí
{ group = 5, type = 0, id = 315, propability = 1200, count = 1 }, --À¶ÁèÊÖïí
{ group = 5, type = 0, id = 331, propability = 1200, count = 1 }, --ÆÆÌì½äÖ¸
{ group = 5, type = 0, id = 346, propability = 1200, count = 1 }, --´äÓğ½äÖ¸
{ group = 5, type = 0, id = 361, propability = 1200, count = 1 }, --À¶Áè½äÖ¸
{ group = 5, type = 0, id = 377, propability = 1200, count = 1 }, --ÆÆÌìÕ½Ñ¥
{ group = 5, type = 0, id = 392, propability = 1200, count = 1 }, --´äÓğ·¨Ñ¥
{ group = 5, type = 0, id = 407, propability = 1200, count = 1 }, --À¶ÁèµÀÑ¥
{ group = 5, type = 0, id = 422, propability = 1200, count = 1 }, --ÆÆÌì±¦Ê¯
{ group = 5, type = 0, id = 437, propability = 1200, count = 1 }, --´äÓğ±¦Ê¯
{ group = 5, type = 0, id = 452, propability = 1200, count = 1 }, --À¶Áè±¦Ê¯
{ group = 6, type = 0, id = 807, propability = 1, count = 1, bind = 1 }, --1000»ı·Öá÷ÁÔÁîÅÆ
