{ group = 0, type = 0, id = 370, propability = 1200, count = 1 }, --祝福油
{ group = 4, type = 0, id = 600, propability = 3500, count = 1 }, --玄铁项链
{ group = 4, type = 0, id = 601, propability = 3500, count = 1 }, --星光项链
{ group = 4, type = 0, id = 602, propability = 3500, count = 1 }, --两仪项链
{ group = 4, type = 0, id = 615, propability = 4000, count = 1 }, --雷霆头盔
{ group = 4, type = 0, id = 616, propability = 4000, count = 1 }, --星灿头盔
{ group = 4, type = 0, id = 617, propability = 4000, count = 1 }, --玄灵头盔
{ group = 4, type = 0, id = 603, propability = 13500, count = 1 }, --雷霆腰带
{ group = 4, type = 0, id = 604, propability = 13500, count = 1 }, --星灿腰带
{ group = 4, type = 0, id = 605, propability = 13500, count = 1 }, --玄灵腰带
{ group = 4, type = 0, id = 606, propability = 13500, count = 1 }, --雷霆战靴
{ group = 4, type = 0, id = 607, propability = 13500, count = 1 }, --星灿法履
{ group = 4, type = 0, id = 608, propability = 13500, count = 1 }, --玄灵道鞋
{ group = 4, type = 0, id = 609, propability = 13500, count = 1 }, --雷霆戒指
{ group = 4, type = 0, id = 610, propability = 13500, count = 1 }, --星灿戒指
{ group = 4, type = 0, id = 611, propability = 13500, count = 1 }, --玄灵戒指
{ group = 5, type = 0, id = 233, propability = 208552, count = 1 }, --千钧战靴
{ group = 5, type = 0, id = 244, propability = 208552, count = 1 }, --烈焰法履
{ group = 5, type = 0, id = 255, propability = 208552, count = 1 }, --冥魅道鞋
